"Date_D","Avg_Day_PM2.5","Avg_Day_DEWP","Avg_Day_TEMP","Avg_Day_PRES","Max_Day_LWS","Max_Day_LS","Max_Day_LR","Max_Day_CBWD","Year","Month","Day"
2013-08-03,32.9166666666667,17.25,27.5833333333333,1003.20833333333,39.79,0,0,"SE",2013,8,3
2013-08-08,31.9166666666667,19.0416666666667,28.0833333333333,999.666666666667,55.43,0,0,"NW",2013,8,8
2013-08-13,79.4166666666667,22.2083333333333,28.0833333333333,1004.33333333333,21.9,0,1,"SE",2013,8,13
2013-08-18,15.8333333333333,14.375,28.0833333333333,1007.625,8.04,0,0,"NE",2013,8,18
2013-08-23,61.0833333333333,16.25,26.9583333333333,1008.70833333333,32.63,0,0,"NW",2013,8,23
2013-08-28,72.4166666666667,19.625,23.0833333333333,999.75,55.87,0,5,"SE",2013,8,28
2013-09-02,59.875,13.75,22.0833333333333,1015.41666666667,17.44,0,0,"SE",2013,9,2
2013-09-07,82.0833333333333,12.9166666666667,22,1016.375,13.41,0,0,"NW",2013,9,7
2013-09-12,153.291666666667,15.625,22.0833333333333,1011.45833333333,46.06,0,1,"SE",2013,9,12
2013-09-17,103.458333333333,16.5833333333333,20,1014.54166666667,6.71,0,7,"NW",2013,9,17
2013-09-22,90.5,15.5833333333333,20.2083333333333,1014.875,4.92,0,1,"SE",2013,9,22
2013-09-27,192.708333333333,9.20833333333333,16.0833333333333,1011.375,21.02,0,0,"SE",2013,9,27
2013-10-02,19.1666666666667,3.58333333333333,16.4166666666667,1020.66666666667,28.61,0,0,"NW",2013,10,2
2013-10-07,96.5,7.83333333333333,18.1666666666667,1022.16666666667,24.15,0,0,"NW",2013,10,7
2013-10-12,70.625,5.95833333333333,15.5,1017.83333333333,27.72,0,1,"NW",2013,10,12
2013-10-17,160.75,2.25,10.5,1025.95833333333,29.95,0,0,"SE",2013,10,17
2013-10-22,151.136363636364,4.33333333333333,10.7916666666667,1021.75,25.94,0,2,"SE",2013,10,22
2013-10-27,220.541666666667,1.75,8.29166666666667,1017.58333333333,7.6,0,0,"SE",2013,10,27
2013-11-01,220.25,2.625,8,1026.08333333333,15.65,0,1,"SE",2013,11,1
2013-11-06,125.583333333333,-7.54166666666667,9.75,1017.375,116.25,0,0,"NW",2013,11,6
2013-11-11,37.9166666666667,-12.2916666666667,5.75,1028,27.27,0,0,"SE",2013,11,11
2013-11-16,55.625,-11.7916666666667,8.20833333333333,1018.83333333333,194.45,0,0,"NW",2013,11,16
2013-11-21,128.583333333333,-8.75,3.95833333333333,1025.83333333333,9.82,0,0,"NW",2013,11,21
2013-11-26,28.7083333333333,-19.625,0.916666666666667,1018.875,102.36,0,0,"NW",2013,11,26
2013-12-01,79.1666666666667,-14,2.91666666666667,1023.125,15.2,0,0,"SE",2013,12,1
2013-12-06,154.666666666667,-9.70833333333333,1.41666666666667,1019.58333333333,5.81,0,0,"SE",2013,12,6
2013-12-11,28.6666666666667,-19.4583333333333,1.54166666666667,1019.41666666667,164.5,0,0,"NW",2013,12,11
2013-12-16,181.75,-14.75,-3.04166666666667,1031.125,12.52,0,0,"NW",2013,12,16
2013-12-21,81.7083333333333,-18.2083333333333,-2.625,1035.16666666667,21,0,0,"NE",2013,12,21
2013-12-26,14.625,-23.4166666666667,-1.79166666666667,1034.04166666667,343.77,0,0,"NW",2013,12,26
2013-12-31,51.8333333333333,-18.6666666666667,4.66666666666667,1012.33333333333,137.67,0,0,"NW",2013,12,31
2014-01-05,104.083333333333,-11.0833333333333,-0.916666666666667,1024.29166666667,46.05,0,0,"NW",2014,1,5
2014-01-10,79.8333333333333,-23.25,-4.75,1030.75,13.42,0,0,"NW",2014,1,10
2014-01-15,191.791666666667,-17.0833333333333,-2.83333333333333,1031.08333333333,13.86,0,0,"NW",2014,1,15
2014-01-20,10.4583333333333,-22.0833333333333,0.0416666666666667,1029.58333333333,284.74,0,0,"NW",2014,1,20
2014-01-25,34.2083333333333,-19.125,1.79166666666667,1027,35.31,0,0,"NE",2014,1,25
2014-01-30,75.1666666666667,-17.6666666666667,1.95833333333333,1017.79166666667,36.66,0,0,"SE",2014,1,30
2014-02-04,25.75,-31.7083333333333,-3,1029.625,81.81,0,0,"NW",2014,2,4
2014-02-09,13.375,-21.375,-5.875,1036.45833333333,119.36,0,0,"NW",2014,2,9
2014-02-14,286.5,-9,-3.125,1026.45833333333,7.15,0,0,"NE",2014,2,14
2014-02-19,78.4166666666667,-13.0833333333333,-0.541666666666667,1028.66666666667,26.82,0,0,"SE",2014,2,19
2014-02-24,351.625,-4.95833333333333,3.45833333333333,1027.41666666667,8.05,0,0,"NW",2014,2,24
2014-03-01,84.9166666666667,-15.375,5.08333333333333,1023.29166666667,42.91,0,0,"NW",2014,3,1
2014-03-06,18.0833333333333,-26.625,2.75,1029.79166666667,29.95,0,0,"NW",2014,3,6
2014-03-11,204.708333333333,-6.41666666666667,6.83333333333333,1017.66666666667,34.42,0,0,"NE",2014,3,11
2014-03-16,124.625,-9.04166666666667,11.625,1014.91666666667,37.54,0,0,"SE",2014,3,16
2014-03-21,25.7391304347826,-15,14.75,1020.04166666667,41.12,0,0,"SE",2014,3,21
2014-03-26,306.416666666667,6.08333333333333,15.5,1010.08333333333,16.53,0,0,"SE",2014,3,26
2014-03-31,151.333333333333,2.91666666666667,17.1666666666667,1015.16666666667,46.94,0,1,"SE",2014,3,31
2014-04-05,25.5416666666667,-11.0416666666667,13.2916666666667,1021.91666666667,27.27,0,0,"SE",2014,4,5
2014-04-10,91.1739130434783,-2.33333333333333,15.625,1021.58333333333,32.64,0,1,"SE",2014,4,10
2014-04-15,67.375,2.95833333333333,18.125,1018.5,64.81,0,0,"SE",2014,4,15
2014-04-20,69.0416666666667,2.54166666666667,14.7916666666667,1016.33333333333,29.94,0,0,"SE",2014,4,20
2014-04-25,125.708333333333,9,19.4583333333333,1016.45833333333,48.28,0,2,"NW",2014,4,25
2014-04-30,112.25,9.58333333333333,21.125,1008.79166666667,45.14,0,0,"SE",2014,4,30
2014-05-05,46.9583333333333,-5.875,13.875,1017.125,28.61,0,0,"SE",2014,5,5
2014-05-10,54.9166666666667,5.75,17.2083333333333,1015.91666666667,71.09,0,2,"SE",2014,5,10
2014-05-15,78.6666666666667,3.75,20.375,1000.16666666667,45.14,0,0,"SE",2014,5,15
2014-05-20,88.9545454545455,10.7916666666667,24.875,1003.95833333333,32.64,0,0,"NE",2014,5,20
2014-05-25,74.75,7.95833333333333,22.875,1006.375,114.91,0,0,"NW",2014,5,25
2014-05-30,91.25,13,28.6666666666667,1005.54166666667,55.87,0,0,"SE",2014,5,30
2014-06-04,62.9583333333333,14.5833333333333,25.7083333333333,1006,39.79,0,0,"SE",2014,6,4
2014-06-09,28.7857142857143,12.625,22.125,1004.45833333333,17.43,0,1,"NE",2014,6,9
2014-06-14,43.7083333333333,17.5,25.3333333333333,1006.29166666667,21.02,0,0,"SE",2014,6,14
2014-06-19,126.541666666667,18.6666666666667,23.75,1004.41666666667,49.16,0,1,"SE",2014,6,19
2014-06-24,53.7083333333333,16.9166666666667,26.25,1004.20833333333,37.54,0,0,"SE",2014,6,24
2014-06-29,48.0833333333333,15.9583333333333,28.6666666666667,1005.70833333333,34.87,0,0,"SE",2014,6,29
2014-07-04,204.5,22.5833333333333,27.5833333333333,1004.33333333333,27.71,0,0,"SE",2014,7,4
2014-07-09,25.5,15.4583333333333,27.25,1003.91666666667,22.81,0,0,"NW",2014,7,9
2014-07-14,30.75,15.8333333333333,28.7916666666667,1002.04166666667,20.56,0,0,"SE",2014,7,14
2014-07-19,63.1666666666667,23.25,31.7083333333333,1007.875,35.75,0,0,"SE",2014,7,19
2014-07-24,66.2083333333333,20,25.9166666666667,1005.20833333333,13.42,0,3,"SE",2014,7,24
2014-07-29,107.75,20.5416666666667,29.6666666666667,1002.91666666667,161.81,0,3,"SE",2014,7,29
2014-08-03,105.583333333333,23.9166666666667,29.1666666666667,1000.875,12.96,0,0,"NW",2014,8,3
2014-08-08,58.0416666666667,16.7916666666667,26.5416666666667,1008.41666666667,44.72,0,0,"SE",2014,8,8
2014-08-13,26.75,17.9583333333333,20.375,1008.16666666667,8.05,0,11,"NW",2014,8,13
2014-08-18,57.3181818181818,17.875,25.5,1011.58333333333,40.23,0,0,"SE",2014,8,18
2014-08-23,121.458333333333,20.5,27,1005.04166666667,16.1,0,1,"SE",2014,8,23
2014-08-28,84.1666666666667,17.375,24.125,1014.08333333333,8.94,0,6,"SE",2014,8,28
2014-09-02,26.625,18.75,20.3333333333333,1010.54166666667,5.37,0,9,"NE",2014,9,2
2014-09-07,143.833333333333,19.5833333333333,24.9583333333333,1007.58333333333,43.82,0,2,"SE",2014,9,7
2014-09-12,70.9583333333333,17.5,21.4166666666667,1014.625,15.66,0,3,"SE",2014,9,12
2014-09-17,36.6666666666667,11.4583333333333,18.125,1020.20833333333,15.21,0,0,"SE",2014,9,17
2014-09-22,106.875,17.0416666666667,20.1666666666667,1018.33333333333,33.1,0,3,"SE",2014,9,22
2014-09-27,37.3333333333333,11.1666666666667,18.4583333333333,1015.875,10.28,0,0,"NE",2014,9,27
2014-10-02,65.7916666666667,11.3333333333333,14.875,1013.04166666667,21.92,0,0,"NW",2014,10,2
2014-10-07,143.833333333333,8.66666666666667,13.5,1019.75,5.81,0,0,"SE",2014,10,7
2014-10-12,6.83333333333333,0.625,14.7916666666667,1030.375,64.36,0,4,"NW",2014,10,12
2014-10-17,112.333333333333,4.54166666666667,13.25,1016,14.3,0,0,"SE",2014,10,17
2014-10-22,92.125,4.83333333333333,10.0833333333333,1022.375,13.42,0,0,"SE",2014,10,22
2014-10-27,31.3333333333333,-7.70833333333333,9.91666666666667,1031.58333333333,35.76,0,0,"SE",2014,10,27
2014-11-01,50.2916666666667,-0.625,11.6666666666667,1019.29166666667,88.51,0,0,"NW",2014,11,1
2014-11-06,13.8260869565217,-8.70833333333333,7.125,1029.58333333333,59.9,0,0,"NE",2014,11,6
2014-11-11,49.3333333333333,-5.875,8.58333333333333,1018.58333333333,133.68,0,0,"NW",2014,11,11
2014-11-16,122.375,-4.875,6.16666666666667,1026.04166666667,91.19,0,0,"NW",2014,11,16
2014-11-21,78.1333333333333,-6.375,5.41666666666667,1020.625,20.57,0,0,"NW",2014,11,21
2014-11-26,302.166666666667,-0.25,2.75,1016.41666666667,8.95,0,0,"SE",2014,11,26
2014-12-01,15.0416666666667,-22.375,-3.54166666666667,1031.75,388.48,0,0,"NW",2014,12,1
2014-12-06,70.5416666666667,-16.5416666666667,-1.95833333333333,1026.29166666667,13.87,0,0,"SE",2014,12,6
2014-12-11,24.7916666666667,-17.0416666666667,0.0416666666666667,1031.29166666667,173.89,0,0,"NW",2014,12,11
2014-12-16,11.125,-19.4583333333333,-3.29166666666667,1031.29166666667,313.34,0,0,"NW",2014,12,16
2014-12-21,18.5,-18.5416666666667,-1.70833333333333,1027.54166666667,441.18,0,0,"NW",2014,12,21
2014-12-26,170.25,-9.58333333333333,-2.79166666666667,1031.70833333333,4.9,0,0,"CV",2014,12,26
2014-12-31,10.0416666666667,-21.7916666666667,-1.91666666666667,1032.125,249.85,0,0,"NW",2014,12,31
2010-01-02,145.958333333333,-8.5,-5.125,1024.75,55.43,4,0,"SE",2010,1,2
2010-01-03,78.8333333333333,-10.125,-8.54166666666667,1022.79166666667,127.84,27,0,"SE",2010,1,3
2010-01-04,31.3333333333333,-20.875,-11.5,1029.29166666667,198.45,0,0,"NW",2010,1,4
2010-01-05,42.4583333333333,-24.5833333333333,-14.4583333333333,1033.625,218.57,0,0,"NW",2010,1,5
2010-01-07,69,-21.25,-12.5,1034.08333333333,28.17,0,0,"NW",2010,1,7
2010-01-08,176.208333333333,-17.125,-11.7083333333333,1028,6.71,0,0,"NW",2010,1,8
2010-01-09,88.5,-16.3333333333333,-9.125,1029.04166666667,38.89,0,0,"NE",2010,1,9
2010-01-10,57.25,-15.9583333333333,-8.75,1032.5,52.31,0,0,"NW",2010,1,10
2010-01-12,20.75,-23.5416666666667,-12.4166666666667,1030.70833333333,160.03,0,0,"NW",2010,1,12
2010-01-13,40.2083333333333,-21.9583333333333,-10,1030.45833333333,299.06,0,0,"NW",2010,1,13
2010-01-14,93.7083333333333,-17.625,-9.5,1025.20833333333,33.08,0,0,"NW",2010,1,14
2010-01-15,45.4583333333333,-17.1666666666667,-7.04166666666667,1036.83333333333,45.58,0,0,"NE",2010,1,15
2010-01-17,209.208333333333,-12.0833333333333,-7.25,1028.83333333333,17.89,0,0,"NW",2010,1,17
2010-01-18,260.208333333333,-9.66666666666667,-4.91666666666667,1026.75,16.99,0,0,"NW",2010,1,18
2010-01-19,340.75,-3.79166666666667,0.291666666666667,1020.66666666667,13.86,0,0,"NW",2010,1,19
2010-01-20,85.3333333333333,-11.0416666666667,-1.16666666666667,1030.20833333333,78.24,0,0,"NW",2010,1,20
2010-01-22,29.4166666666667,-18.7916666666667,-4.58333333333333,1034.375,168.06,0,0,"NW",2010,1,22
2010-01-23,23.1764705882353,-17.7083333333333,-1.91666666666667,1028,172.08,0,0,"NW",2010,1,23
2010-01-24,NA,-17.25,-3.41666666666667,1021.41666666667,129.18,0,0,"NW",2010,1,24
2010-01-25,NA,-21.875,-3.04166666666667,1032.5,257.47,0,0,"NW",2010,1,25
2010-01-27,122.333333333333,-11.7083333333333,1.125,1016.20833333333,71.98,0,0,"NW",2010,1,27
2010-01-28,21.1666666666667,-19.125,-1.20833333333333,1026.16666666667,105.04,0,0,"NW",2010,1,28
2010-01-29,23.875,-21.625,0.625,1022.83333333333,105.94,0,0,"NW",2010,1,29
2010-01-30,44.2916666666667,-18.7083333333333,1.95833333333333,1019.54166666667,114.88,0,0,"NW",2010,1,30
2010-02-01,64.7916666666667,-10.0833333333333,-2.875,1026.75,41.13,0,0,"SE",2010,2,1
2010-02-02,65.625,-16.2916666666667,-5.41666666666667,1028.29166666667,42.92,0,0,"SE",2010,2,2
2010-02-03,77.5416666666667,-19.9583333333333,-5.16666666666667,1028.5,63.02,0,0,"NW",2010,2,3
2010-02-04,58.5,-20.5,-5.04166666666667,1026.79166666667,15.65,0,0,"NE",2010,2,4
2010-02-06,76.125,-10.4583333333333,-5,1030.54166666667,45.15,5,0,"SE",2010,2,6
2010-02-07,109.166666666667,-6.5,-4.33333333333333,1022.66666666667,48.73,10,0,"SE",2010,2,7
2010-02-08,178.083333333333,-5.25,-1.54166666666667,1019.20833333333,15.2,0,0,"NW",2010,2,8
2010-02-09,157.25,-9.83333333333333,0.0416666666666667,1023.79166666667,12.07,0,0,"NE",2010,2,9
2010-02-11,14.3333333333333,-22.125,-3.66666666666667,1035.70833333333,95.65,0,0,"NE",2010,2,11
2010-02-12,23.0833333333333,-21.5416666666667,-5.20833333333333,1034.91666666667,22.79,0,0,"NE",2010,2,12
2010-02-13,78.0833333333333,-17.8333333333333,-4.58333333333333,1028.79166666667,24.15,0,0,"NW",2010,2,13
2010-02-14,103.391304347826,-20,-4.20833333333333,1032.54166666667,23.69,0,0,"NE",2010,2,14
2010-02-16,93.5833333333333,-16.9583333333333,-5.375,1030.20833333333,21,0,0,"SE",2010,2,16
2010-02-17,67.2916666666667,-19.0833333333333,-2.29166666666667,1026.25,139.03,0,0,"NW",2010,2,17
2010-02-18,79.6666666666667,-19,-2.04166666666667,1023.70833333333,14.75,0,0,"SE",2010,2,18
2010-02-19,112.958333333333,-15.5833333333333,0.0833333333333333,1016.625,10.28,0,0,"SE",2010,2,19
2010-02-21,125.75,-9.70833333333333,4.20833333333333,1013.29166666667,51.86,0,0,"NW",2010,2,21
2010-02-22,94.5,-7.79166666666667,0.0833333333333333,1018.58333333333,51.41,0,0,"SE",2010,2,22
2010-02-23,166.5,-6.54166666666667,0.0833333333333333,1007.33333333333,4.47,0,0,"SE",2010,2,23
2010-02-24,277.708333333333,-2.5,4.375,1004.20833333333,37.1,0,0,"NW",2010,2,24
2010-02-26,69.875,-6.79166666666667,1.83333333333333,1020.875,81.37,0,0,"SE",2010,2,26
2010-02-27,76.4166666666667,-6.375,-1.25,1019.5,54.95,4,0,"SE",2010,2,27
2010-02-28,83.5833333333333,-7.125,-0.125,1022.41666666667,42.02,6,0,"NE",2010,2,28
2010-03-01,57.9166666666667,-5.04166666666667,-2.54166666666667,1022.83333333333,80.48,9,0,"SE",2010,3,1
2010-03-03,157.875,-6.20833333333333,1.66666666666667,1022.875,24.59,0,0,"SE",2010,3,3
2010-03-04,186.083333333333,-3.45833333333333,2.41666666666667,1015.5,22.36,0,1,"SE",2010,3,4
2010-03-05,31.3333333333333,-20.3333333333333,0.541666666666667,1026.95833333333,130.96,0,0,"NW",2010,3,5
2010-03-06,50.0416666666667,-17.3333333333333,-2,1033.66666666667,82.7,0,0,"NE",2010,3,6
2010-03-08,48.3333333333333,-6.875,-3.33333333333333,1039.5,40.24,11,0,"NW",2010,3,8
2010-03-09,18,-17.9583333333333,-3.375,1035.375,179.23,0,0,"NW",2010,3,9
2010-03-10,59.5833333333333,-13.7083333333333,0.75,1021.375,35.76,0,0,"SE",2010,3,10
2010-03-11,171.625,-7.79166666666667,2.20833333333333,1009.41666666667,16.54,0,0,"SE",2010,3,11
2010-03-13,62.125,-9.75,2.875,1026.375,60.77,0,0,"SE",2010,3,13
2010-03-14,83.875,-3.54166666666667,0.25,1020.91666666667,29.96,14,3,"NW",2010,3,14
2010-03-15,64.5,-9.75,1.58333333333333,1023.20833333333,135.89,0,0,"NW",2010,3,15
2010-03-16,64.25,-10.7916666666667,0.5,1023.20833333333,14.76,0,0,"NW",2010,3,16
2010-03-18,157.666666666667,-3.29166666666667,0.583333333333333,1020.04166666667,19.67,1,0,"SE",2010,3,18
2010-03-19,228.416666666667,1.79166666666667,4.375,1003.5,10.28,0,3,"NW",2010,3,19
2010-03-20,168.181818181818,-6.91666666666667,6.95833333333333,1008.375,181.97,0,0,"NW",2010,3,20
2010-03-21,68.9166666666667,-8.04166666666667,7.45833333333333,1013.75,185.1,0,0,"NW",2010,3,21
2010-03-23,52.125,-7.75,7.625,1020.95833333333,79.55,0,0,"SE",2010,3,23
2010-03-24,62.8333333333333,-6.54166666666667,6.75,1022.33333333333,89.83,0,3,"SE",2010,3,24
2010-03-25,30.4166666666667,-11,4.375,1026.04166666667,51.85,0,0,"NW",2010,3,25
2010-03-26,67.7083333333333,-10.75,6.5,1019.04166666667,39.79,0,0,"SE",2010,3,26
2010-03-28,71.7916666666667,-7.16666666666667,6.54166666666667,1026.45833333333,35.32,0,0,"SE",2010,3,28
2010-03-29,213.708333333333,-0.208333333333333,7.54166666666667,1023.45833333333,43.37,0,4,"SE",2010,3,29
2010-03-30,256.857142857143,6.5,8.5,1017.125,29.06,0,11,"SE",2010,3,30
2010-03-31,122.222222222222,1.66666666666667,11.125,1014.41666666667,53.63,0,1,"NW",2010,3,31
2010-04-02,30.75,-15.25,6.54166666666667,1020.375,110.4,0,0,"NW",2010,4,2
2010-04-03,101.208333333333,-7.41666666666667,7.91666666666667,1016.91666666667,62.14,0,0,"SE",2010,4,3
2010-04-04,123.5,-4.79166666666667,13.8333333333333,1009.625,28.61,0,0,"SE",2010,4,4
2010-04-05,135.083333333333,1.70833333333333,10.9166666666667,1014,39.79,0,2,"SE",2010,4,5
2010-04-07,92.875,-5.91666666666667,11.9166666666667,1020.04166666667,88.96,0,0,"SE",2010,4,7
2010-04-08,106,0.875,14.5833333333333,1008.25,170.31,0,0,"SE",2010,4,8
2010-04-09,85.9166666666667,2.25,11.1666666666667,1011.45833333333,50.07,0,0,"SE",2010,4,9
2010-04-10,36.2083333333333,-8.41666666666667,10.5833333333333,1017.625,55.87,0,0,"SE",2010,4,10
2010-04-12,47.7916666666667,-6.20833333333333,7.08333333333333,1018,156.46,0,1,"NW",2010,4,12
2010-04-13,20.125,-16.7083333333333,6.375,1026.79166666667,288.34,0,0,"NW",2010,4,13
2010-04-14,56.7916666666667,-9.75,7.16666666666667,1026.33333333333,39.34,0,0,"SE",2010,4,14
2010-04-15,171.083333333333,0.708333333333333,6.08333333333333,1020.58333333333,98.8,0,0,"SE",2010,4,15
2010-04-17,147.583333333333,3.375,8.58333333333333,1021.41666666667,109.97,0,0,"SE",2010,4,17
2010-04-18,232.625,6.45833333333333,13.5416666666667,1012.91666666667,12.52,0,0,"SE",2010,4,18
2010-04-19,211.125,7.95833333333333,14.2083333333333,1014.20833333333,36.65,0,3,"NE",2010,4,19
2010-04-20,82.8333333333333,4,13.875,1019.08333333333,38.44,0,0,"SE",2010,4,20
2010-04-22,39.4166666666667,5.33333333333333,9.45833333333333,1020.95833333333,42.92,0,15,"NW",2010,4,22
2010-04-23,33.1666666666667,-4.04166666666667,13.2083333333333,1020.33333333333,31.29,0,0,"NW",2010,4,23
2010-04-24,86.5416666666667,1.33333333333333,16.7916666666667,1016.33333333333,81.38,0,0,"SE",2010,4,24
2010-04-25,87.5,6.54166666666667,13.8333333333333,1014.58333333333,159.14,0,5,"SE",2010,4,25
2010-04-27,24.6666666666667,-10.7083333333333,8.70833333333333,1009.29166666667,211.45,0,0,"NW",2010,4,27
2010-04-28,16.375,-9.58333333333333,10.5,1012.58333333333,431.85,0,0,"NW",2010,4,28
2010-04-29,18.6666666666667,-6.75,14.0416666666667,1013.20833333333,434.98,0,0,"NW",2010,4,29
2010-04-30,27.5833333333333,-5.70833333333333,18.375,1013.79166666667,266,0,0,"NW",2010,4,30
2010-05-02,78.0416666666667,0.375,23.875,1002.25,73.3,0,0,"SE",2010,5,2
2010-05-03,109.875,3.25,19.6666666666667,1007.45833333333,18.33,0,0,"SE",2010,5,3
2010-05-04,137.291666666667,11.625,19.6666666666667,1002.54166666667,44.7,0,4,"SE",2010,5,4
2010-05-05,125.458333333333,9.70833333333333,18.8333333333333,998.25,134.1,0,6,"NW",2010,5,5
2010-05-07,96.4166666666667,2.41666666666667,21.6666666666667,1003.33333333333,89.4,0,0,"NW",2010,5,7
2010-05-08,128.291666666667,6.5,19.5416666666667,1006.79166666667,90.29,0,0,"NW",2010,5,8
2010-05-09,79.875,0.666666666666667,17.2916666666667,1007.08333333333,100.15,0,2,"NW",2010,5,9
2010-05-10,47.4583333333333,-0.458333333333333,16.8333333333333,1005.95833333333,146.16,0,0,"NW",2010,5,10
2010-05-12,43.6666666666667,5.95833333333333,17.4166666666667,1017.875,41.13,0,0,"SE",2010,5,12
2010-05-13,67.3333333333333,6.125,18.7083333333333,1017.5,42.92,0,0,"SE",2010,5,13
2010-05-14,136.125,9.29166666666667,18,1015,41.57,0,4,"SE",2010,5,14
2010-05-15,181.75,12.25,21.4583333333333,1012.58333333333,25.92,0,0,"SE",2010,5,15
2010-05-17,67.5454545454545,13.2916666666667,16.4583333333333,1009.70833333333,103.72,0,7,"SE",2010,5,17
2010-05-18,51.625,10.25,17.5416666666667,1002.04166666667,59.9,0,6,"NW",2010,5,18
2010-05-19,33.9166666666667,3.75,24.0833333333333,999.791666666667,62.13,0,0,"NW",2010,5,19
2010-05-20,64.0833333333333,4.875,25.4166666666667,1004.70833333333,46.93,0,0,"SE",2010,5,20
2010-05-22,151.333333333333,11.5,22.4166666666667,1005.70833333333,29.05,0,0,"SE",2010,5,22
2010-05-23,125.25,9.95833333333333,24.1666666666667,1000.54166666667,27.71,0,1,"SE",2010,5,23
2010-05-24,45.7916666666667,7.33333333333333,23.4166666666667,1003.20833333333,72.87,0,0,"NW",2010,5,24
2010-05-25,33.2083333333333,3.95833333333333,24.875,1010.375,19.67,0,0,"NW",2010,5,25
2010-05-27,84.7894736842105,14.5416666666667,20.8333333333333,1014.95833333333,14.31,0,12,"NW",2010,5,27
2010-05-28,130.875,16.1666666666667,19.125,1009.70833333333,15.2,0,22,"SE",2010,5,28
2010-05-29,143.5,13.0416666666667,22.7916666666667,1004.875,29.95,0,0,"NW",2010,5,29
2010-05-30,39.4583333333333,11.125,23.2083333333333,1007.16666666667,29.05,0,1,"NW",2010,5,30
2010-06-01,110.380952380952,14.4166666666667,20.875,1015.20833333333,16.1,0,2,"SE",2010,6,1
2010-06-02,121,14.75,20.1666666666667,1016,9.84,0,4,"SE",2010,6,2
2010-06-03,115.458333333333,13.0416666666667,21.75,1017.33333333333,24.14,0,0,"SE",2010,6,3
2010-06-04,80,11.8333333333333,22.6666666666667,1015.29166666667,34.41,0,0,"SE",2010,6,4
2010-06-06,NA,12.625,24.8333333333333,1011.125,41.56,0,0,"SE",2010,6,6
2010-06-07,131.583333333333,15.2083333333333,25.3333333333333,1012.54166666667,50.96,0,0,"SE",2010,6,7
2010-06-08,160.75,12.7083333333333,25.75,1013.75,57.22,0,0,"SE",2010,6,8
2010-06-09,48,12.0833333333333,25.5,1013.83333333333,32.2,0,0,"SE",2010,6,9
2010-06-11,86.8333333333333,15.4583333333333,21.375,1011.54166666667,25.48,0,0,"SE",2010,6,11
2010-06-12,110.166666666667,16.2916666666667,24.5,1007.70833333333,17.44,0,2,"SE",2010,6,12
2010-06-13,115.958333333333,17.7083333333333,23.4166666666667,1005.20833333333,53.65,0,6,"SE",2010,6,13
2010-06-14,83.6666666666667,18.0833333333333,24,1003.70833333333,31.74,0,0,"SE",2010,6,14
2010-06-16,93.9166666666667,18.7083333333333,25.3333333333333,1000.375,23.7,0,2,"SE",2010,6,16
2010-06-17,36.6666666666667,17.4583333333333,19.7083333333333,1002.08333333333,16.09,0,4,"NW",2010,6,17
2010-06-18,67.0833333333333,17.0416666666667,21.7916666666667,1003.375,18.78,0,0,"SE",2010,6,18
2010-06-19,94.5,18.0833333333333,24.4166666666667,1004.33333333333,23.25,0,0,"SE",2010,6,19
2010-06-21,74.2083333333333,15.375,25.6666666666667,1003.70833333333,43.37,0,1,"SE",2010,6,21
2010-06-22,128.3,17.0416666666667,26.75,1004.75,59.45,0,1,"SE",2010,6,22
2010-06-23,58.3571428571429,10.9583333333333,25.9583333333333,1009.45833333333,31.28,0,0,"SE",2010,6,23
2010-06-24,76.8333333333333,13.0416666666667,26.0833333333333,1008,22.81,0,0,"SE",2010,6,24
2010-06-26,173.416666666667,16.5833333333333,26.1666666666667,1006.45833333333,28.61,0,0,"SE",2010,6,26
2010-06-27,117.958333333333,15.625,25.75,1003.95833333333,37.56,0,2,"SE",2010,6,27
2010-06-28,153.416666666667,18.9583333333333,26.4166666666667,1001.79166666667,38.44,0,0,"SE",2010,6,28
2010-06-29,188.541666666667,19.5416666666667,27.25,1002.91666666667,45.6,0,0,"SE",2010,6,29
2010-07-01,126.166666666667,21.1666666666667,23.875,1000.375,15.21,0,8,"SE",2010,7,1
2010-07-02,27.5416666666667,16.9166666666667,28.5833333333333,999.583333333333,35.76,0,0,"NW",2010,7,2
2010-07-03,68.9583333333333,19.125,30.5,999.791666666667,30.84,0,0,"SE",2010,7,3
2010-07-04,91.7916666666667,19.125,30.9583333333333,999.625,34.86,0,1,"SE",2010,7,4
2010-07-06,25.5833333333333,9.66666666666667,32.875,1000.20833333333,49.61,0,0,"SE",2010,7,6
2010-07-07,56.9166666666667,16.125,27.3333333333333,1004.25,58.55,0,0,"SE",2010,7,7
2010-07-08,45.625,14.625,29.9166666666667,1005.625,25.04,0,0,"SE",2010,7,8
2010-07-09,86.1666666666667,18.25,25.5,1006.25,40.23,0,8,"SE",2010,7,9
2010-07-11,163.916666666667,20.4166666666667,22.875,1004.54166666667,51.88,0,4,"SE",2010,7,11
2010-07-12,120.958333333333,20.4166666666667,22.875,1006.29166666667,7.16,0,1,"NW",2010,7,12
2010-07-13,106.25,20.875,24.4583333333333,1009.41666666667,29.06,0,4,"NW",2010,7,13
2010-07-14,129.291666666667,21.7083333333333,25.2083333333333,1009.83333333333,13.86,0,0,"SE",2010,7,14
2010-07-16,202.75,22.5833333333333,26.75,1004.33333333333,25.48,0,2,"SE",2010,7,16
