No,Year,Month,Day,Hour,PM2.5,DEWP,TEMP,PRES,CBWD,LWS,LS,LR
6129,2010,9,13,8,114.00,17.00,23.00,1013.00,NW,6.71,0.00,0.00
6130,2010,9,13,9,120.00,17.00,26.00,1013.00,CV,0.89,0.00,0.00
6131,2010,9,13,10,134.00,17.00,27.00,1013.00,CV,1.78,0.00,0.00
6132,2010,9,13,11,131.00,16.00,30.00,1013.00,CV,2.67,0.00,0.00
6133,2010,9,13,12,141.00,16.00,30.00,1012.00,CV,3.56,0.00,0.00
6134,2010,9,13,13,141.00,17.00,32.00,1011.00,CV,5.35,0.00,0.00
6135,2010,9,13,14,159.00,16.00,33.00,1011.00,CV,7.14,0.00,0.00
6136,2010,9,13,15,129.00,15.00,34.00,1010.00,SE,3.13,0.00,0.00
6137,2010,9,13,16,150.00,16.00,33.00,1010.00,SE,4.92,0.00,0.00
6138,2010,9,13,17,124.00,15.00,32.00,1010.00,SE,8.94,0.00,0.00
6139,2010,9,13,18,121.00,15.00,30.00,1010.00,SE,12.96,0.00,0.00
6140,2010,9,13,19,138.00,15.00,29.00,1010.00,SE,16.98,0.00,0.00
6141,2010,9,13,20,139.00,16.00,27.00,1011.00,SE,21.00,0.00,0.00
6142,2010,9,13,21,180.00,17.00,24.00,1012.00,SE,21.89,0.00,0.00
6143,2010,9,13,22,167.00,18.00,23.00,1012.00,SE,23.68,0.00,0.00
6144,2010,9,13,23,191.00,18.00,20.00,1012.00,NE,1.79,0.00,0.00
6145,2010,9,14,0,209.00,18.00,21.00,1012.00,CV,0.89,0.00,0.00
6146,2010,9,14,1,275.00,18.00,20.00,1013.00,CV,1.78,0.00,0.00
6147,2010,9,14,2,277.00,17.00,19.00,1013.00,CV,2.67,0.00,0.00
6148,2010,9,14,3,310.00,17.00,19.00,1013.00,NW,0.89,0.00,0.00
6149,2010,9,14,4,242.00,17.00,19.00,1013.00,NW,2.68,0.00,0.00
6150,2010,9,14,5,206.00,16.00,18.00,1013.00,NW,4.47,0.00,0.00
6151,2010,9,14,6,136.00,17.00,18.00,1014.00,NW,6.26,0.00,0.00
6152,2010,9,14,7,166.00,17.00,20.00,1014.00,NW,8.05,0.00,0.00
6153,2010,9,14,8,175.00,18.00,23.00,1014.00,NW,11.18,0.00,0.00
6154,2010,9,14,9,160.00,17.00,26.00,1014.00,NW,14.31,0.00,0.00
6155,2010,9,14,10,179.00,17.00,28.00,1015.00,NW,16.10,0.00,0.00
6156,2010,9,14,11,182.00,17.00,30.00,1014.00,CV,1.79,0.00,0.00
6157,2010,9,14,12,177.00,17.00,31.00,1014.00,CV,3.58,0.00,0.00
6158,2010,9,14,13,183.00,15.00,32.00,1013.00,SE,1.79,0.00,0.00
6159,2010,9,14,14,153.00,15.00,33.00,1012.00,SE,3.58,0.00,0.00
6160,2010,9,14,15,128.00,14.00,32.00,1012.00,SE,5.37,0.00,0.00
6161,2010,9,14,16,165.00,13.00,32.00,1012.00,SE,9.39,0.00,0.00
6162,2010,9,14,17,166.00,15.00,31.00,1012.00,SE,12.52,0.00,0.00
6163,2010,9,14,18,152.00,16.00,29.00,1012.00,SE,14.31,0.00,0.00
6164,2010,9,14,19,169.00,17.00,26.00,1012.00,SE,15.20,0.00,0.00
6165,2010,9,14,20,212.00,18.00,24.00,1012.00,SE,16.99,0.00,0.00
6166,2010,9,14,21,225.00,18.00,23.00,1013.00,SE,18.78,0.00,0.00
6167,2010,9,14,22,227.00,18.00,22.00,1013.00,SE,19.67,0.00,0.00
6168,2010,9,14,23,225.00,19.00,22.00,1013.00,CV,0.89,0.00,0.00
6169,2010,9,15,0,321.00,19.00,22.00,1013.00,SE,0.89,0.00,0.00
6170,2010,9,15,1,358.00,19.00,21.00,1013.00,CV,0.89,0.00,0.00
6171,2010,9,15,2,360.00,19.00,21.00,1012.00,SE,0.89,0.00,0.00
6172,2010,9,15,3,411.00,18.00,21.00,1012.00,NE,0.89,0.00,0.00
6173,2010,9,15,4,374.00,18.00,21.00,1012.00,NE,1.78,0.00,0.00
6174,2010,9,15,5,414.00,18.00,20.00,1012.00,CV,0.89,0.00,0.00
6175,2010,9,15,6,349.00,18.00,20.00,1013.00,CV,1.34,0.00,0.00
6176,2010,9,15,7,298.00,18.00,20.00,1013.00,CV,2.23,0.00,0.00
6177,2010,9,15,8,334.00,19.00,22.00,1013.00,CV,3.12,0.00,0.00
6178,2010,9,15,9,333.00,20.00,24.00,1013.00,CV,4.01,0.00,0.00
6179,2010,9,15,10,455.00,20.00,26.00,1013.00,SE,1.79,0.00,0.00
6180,2010,9,15,11,440.00,20.00,27.00,1012.00,SE,3.58,0.00,0.00
6181,2010,9,15,12,313.00,20.00,29.00,1011.00,SE,7.60,0.00,0.00
6182,2010,9,15,13,215.00,19.00,30.00,1010.00,SE,13.41,0.00,0.00
6183,2010,9,15,14,190.00,19.00,30.00,1010.00,SE,18.33,0.00,0.00
6184,2010,9,15,15,236.00,19.00,30.00,1009.00,SE,23.25,0.00,0.00
6185,2010,9,15,16,187.00,19.00,29.00,1009.00,SE,29.06,0.00,0.00
6186,2010,9,15,17,211.00,19.00,29.00,1009.00,SE,33.98,0.00,0.00
6187,2010,9,15,18,196.00,19.00,28.00,1009.00,SE,38.00,0.00,0.00
6188,2010,9,15,19,240.00,20.00,27.00,1010.00,SE,41.13,0.00,0.00
6189,2010,9,15,20,281.00,21.00,26.00,1010.00,SE,42.92,0.00,0.00
6190,2010,9,15,21,297.00,21.00,25.00,1010.00,SE,46.05,0.00,0.00
6191,2010,9,15,22,293.00,21.00,26.00,1010.00,SE,50.07,0.00,0.00
6192,2010,9,15,23,254.00,21.00,27.00,1010.00,SE,54.09,0.00,0.00
6193,2010,9,16,0,203.00,21.00,26.00,1010.00,SE,55.88,0.00,0.00
6194,2010,9,16,1,186.00,21.00,25.00,1010.00,SE,59.01,0.00,1.00
6195,2010,9,16,2,205.00,21.00,24.00,1010.00,SE,60.80,0.00,2.00
6196,2010,9,16,3,200.00,21.00,24.00,1010.00,SE,62.59,0.00,0.00
6197,2010,9,16,4,181.00,21.00,24.00,1010.00,SE,64.38,0.00,1.00
6198,2010,9,16,5,176.00,21.00,24.00,1010.00,SE,66.17,0.00,2.00
6199,2010,9,16,6,188.00,21.00,23.00,1010.00,SE,67.96,0.00,0.00
6200,2010,9,16,7,181.00,21.00,23.00,1011.00,SE,68.85,0.00,1.00
6201,2010,9,16,8,219.00,21.00,24.00,1011.00,SE,70.64,0.00,0.00
6202,2010,9,16,9,226.00,21.00,24.00,1011.00,SE,72.43,0.00,0.00
6203,2010,9,16,10,238.00,20.00,24.00,1012.00,SE,74.22,0.00,0.00
6204,2010,9,16,11,247.00,20.00,25.00,1011.00,SE,77.35,0.00,0.00
6205,2010,9,16,12,225.00,20.00,25.00,1011.00,SE,79.14,0.00,0.00
6206,2010,9,16,13,244.00,20.00,25.00,1011.00,SE,82.27,0.00,0.00
6207,2010,9,16,14,199.00,20.00,25.00,1010.00,SE,84.06,0.00,0.00
6208,2010,9,16,15,157.00,20.00,25.00,1010.00,SE,85.85,0.00,0.00
6209,2010,9,16,16,194.00,20.00,25.00,1009.00,SE,88.98,0.00,1.00
6210,2010,9,16,17,262.00,19.00,24.00,1009.00,SE,93.00,0.00,2.00
6211,2010,9,16,18,224.00,19.00,21.00,1010.00,SE,97.02,0.00,3.00
6212,2010,9,16,19,174.00,18.00,21.00,1010.00,SE,102.83,0.00,0.00
6213,2010,9,16,20,170.00,18.00,21.00,1011.00,SE,108.64,0.00,0.00
6214,2010,9,16,21,153.00,18.00,20.00,1011.00,SE,115.79,0.00,1.00
6215,2010,9,16,22,104.00,18.00,20.00,1011.00,SE,119.81,0.00,2.00
6216,2010,9,16,23,136.00,17.00,20.00,1010.00,SE,124.73,0.00,3.00
6217,2010,9,17,0,117.00,17.00,19.00,1010.00,SE,129.65,0.00,4.00
6218,2010,9,17,1,94.00,17.00,18.00,1010.00,SE,132.78,0.00,5.00
6219,2010,9,17,2,112.00,16.00,18.00,1010.00,SE,137.70,0.00,6.00
6220,2010,9,17,3,71.00,16.00,18.00,1010.00,SE,139.49,0.00,7.00
6221,2010,9,17,4,89.00,16.00,17.00,1010.00,SE,142.62,0.00,8.00
6222,2010,9,17,5,84.00,15.00,17.00,1010.00,SE,144.41,0.00,9.00
6223,2010,9,17,6,70.00,16.00,17.00,1011.00,NE,1.79,0.00,10.00
6224,2010,9,17,7,61.00,16.00,17.00,1011.00,CV,0.89,0.00,11.00
6225,2010,9,17,8,53.00,16.00,18.00,1012.00,SE,1.79,0.00,12.00
6226,2010,9,17,9,34.00,17.00,18.00,1012.00,CV,0.89,0.00,13.00
6227,2010,9,17,10,26.00,16.00,17.00,1013.00,NE,3.13,0.00,14.00
6228,2010,9,17,11,43.00,15.00,16.00,1013.00,NE,6.26,0.00,15.00
6229,2010,9,17,12,21.00,15.00,16.00,1013.00,NE,9.39,0.00,16.00
6230,2010,9,17,13,13.00,14.00,16.00,1013.00,NE,12.52,0.00,17.00
6231,2010,9,17,14,24.00,14.00,15.00,1013.00,NE,16.54,0.00,18.00
6232,2010,9,17,15,33.00,14.00,15.00,1013.00,NE,19.67,0.00,19.00
6233,2010,9,17,16,9.00,14.00,15.00,1014.00,NE,21.46,0.00,20.00
6234,2010,9,17,17,26.00,13.00,15.00,1014.00,SE,1.79,0.00,21.00
6235,2010,9,17,18,30.00,13.00,14.00,1014.00,NE,1.79,0.00,22.00
6236,2010,9,17,19,14.00,13.00,14.00,1014.00,CV,0.89,0.00,23.00
6237,2010,9,17,20,12.00,13.00,14.00,1015.00,CV,1.78,0.00,24.00
6238,2010,9,17,21,8.00,13.00,14.00,1015.00,NE,0.89,0.00,25.00
6239,2010,9,17,22,6.00,13.00,14.00,1015.00,NE,2.68,0.00,26.00
6240,2010,9,17,23,31.00,12.00,14.00,1015.00,NE,4.47,0.00,27.00
6241,2010,9,18,0,26.00,12.00,14.00,1015.00,NE,7.60,0.00,28.00
6242,2010,9,18,1,20.00,12.00,14.00,1015.00,NE,9.39,0.00,29.00
6243,2010,9,18,2,19.00,12.00,14.00,1014.00,CV,0.89,0.00,30.00
6244,2010,9,18,3,16.00,12.00,14.00,1014.00,CV,1.34,0.00,31.00
6245,2010,9,18,4,17.00,12.00,13.00,1014.00,NW,1.79,0.00,32.00
6246,2010,9,18,5,14.00,12.00,13.00,1014.00,NE,1.79,0.00,33.00
6247,2010,9,18,6,12.00,12.00,13.00,1014.00,NE,3.58,0.00,34.00
6248,2010,9,18,7,5.00,12.00,13.00,1015.00,NE,5.37,0.00,35.00
6249,2010,9,18,8,20.00,12.00,13.00,1015.00,NE,8.50,0.00,36.00
6250,2010,9,18,9,5.00,12.00,14.00,1015.00,NE,11.63,0.00,0.00
6251,2010,9,18,10,20.00,12.00,14.00,1016.00,NE,14.76,0.00,1.00
6252,2010,9,18,11,23.00,12.00,14.00,1015.00,NW,3.13,0.00,2.00
6253,2010,9,18,12,33.00,13.00,15.00,1015.00,NE,4.02,0.00,3.00
6254,2010,9,18,13,21.00,13.00,16.00,1015.00,NW,1.79,0.00,0.00
6255,2010,9,18,14,3.00,13.00,17.00,1014.00,NE,1.79,0.00,0.00
6256,2010,9,18,15,6.00,13.00,18.00,1014.00,SE,1.79,0.00,0.00
6257,2010,9,18,16,27.00,14.00,19.00,1014.00,SE,4.92,0.00,0.00
6258,2010,9,18,17,23.00,14.00,18.00,1014.00,SE,8.05,0.00,0.00
6259,2010,9,18,18,35.00,13.00,17.00,1014.00,SE,11.18,0.00,0.00
6260,2010,9,18,19,48.00,13.00,16.00,1015.00,CV,0.89,0.00,0.00
6261,2010,9,18,20,54.00,13.00,16.00,1015.00,CV,1.78,0.00,0.00
6262,2010,9,18,21,44.00,14.00,15.00,1016.00,SE,1.79,0.00,0.00
6263,2010,9,18,22,44.00,14.00,16.00,1015.00,SE,4.92,0.00,0.00
6264,2010,9,18,23,24.00,14.00,16.00,1016.00,SE,6.71,0.00,0.00
6265,2010,9,19,0,34.00,14.00,16.00,1015.00,SE,8.50,0.00,1.00
6266,2010,9,19,1,45.00,14.00,15.00,1015.00,NE,1.79,0.00,2.00
6267,2010,9,19,2,54.00,14.00,15.00,1015.00,NE,2.68,0.00,3.00
6268,2010,9,19,3,55.00,14.00,15.00,1014.00,SE,0.89,0.00,0.00
6269,2010,9,19,4,55.00,13.00,15.00,1014.00,NE,1.79,0.00,0.00
6270,2010,9,19,5,55.00,14.00,15.00,1014.00,NW,1.79,0.00,0.00
6271,2010,9,19,6,55.00,14.00,15.00,1014.00,NW,3.58,0.00,0.00
6272,2010,9,19,7,84.00,15.00,16.00,1014.00,NW,5.37,0.00,0.00
6273,2010,9,19,8,106.00,15.00,17.00,1014.00,NW,8.50,0.00,0.00
6274,2010,9,19,9,73.00,15.00,19.00,1015.00,NW,10.29,0.00,0.00
6275,2010,9,19,10,87.00,15.00,20.00,1015.00,NW,12.08,0.00,0.00
6276,2010,9,19,11,118.00,15.00,20.00,1014.00,CV,0.89,0.00,0.00
6277,2010,9,19,12,138.00,15.00,21.00,1014.00,NW,1.79,0.00,0.00
6278,2010,9,19,13,118.00,14.00,24.00,1012.00,CV,1.79,0.00,0.00
6279,2010,9,19,14,79.00,13.00,25.00,1012.00,SE,3.13,0.00,0.00
6280,2010,9,19,15,70.00,13.00,24.00,1011.00,SE,4.92,0.00,0.00
6281,2010,9,19,16,49.00,13.00,24.00,1011.00,SE,8.05,0.00,0.00
6282,2010,9,19,17,37.00,13.00,23.00,1011.00,SE,12.07,0.00,0.00
6283,2010,9,19,18,47.00,12.00,22.00,1010.00,SE,15.20,0.00,0.00
6284,2010,9,19,19,NA,12.00,22.00,1011.00,SE,16.99,0.00,0.00
6285,2010,9,19,20,NA,14.00,20.00,1011.00,CV,0.89,0.00,0.00
6286,2010,9,19,21,NA,14.00,20.00,1011.00,CV,1.78,0.00,0.00
6287,2010,9,19,22,NA,15.00,18.00,1011.00,CV,2.67,0.00,0.00
6288,2010,9,19,23,NA,15.00,20.00,1011.00,SE,1.79,0.00,0.00
6289,2010,9,20,0,84.00,15.00,18.00,1011.00,SE,3.58,0.00,0.00
6290,2010,9,20,1,91.00,15.00,17.00,1011.00,SE,4.47,0.00,0.00
6291,2010,9,20,2,82.00,16.00,17.00,1011.00,SE,5.36,0.00,0.00
6292,2010,9,20,3,76.00,15.00,17.00,1011.00,NW,1.79,0.00,0.00
6293,2010,9,20,4,129.00,15.00,17.00,1011.00,CV,0.89,0.00,0.00
6294,2010,9,20,5,147.00,15.00,17.00,1011.00,CV,1.78,0.00,0.00
6295,2010,9,20,6,115.00,15.00,16.00,1011.00,NE,0.89,0.00,0.00
6296,2010,9,20,7,121.00,15.00,17.00,1012.00,NW,1.79,0.00,0.00
6297,2010,9,20,8,109.00,15.00,18.00,1012.00,NW,3.58,0.00,0.00
6298,2010,9,20,9,99.00,15.00,19.00,1013.00,NW,5.37,0.00,0.00
6299,2010,9,20,10,121.00,15.00,19.00,1013.00,NW,7.16,0.00,0.00
6300,2010,9,20,11,119.00,15.00,19.00,1013.00,NW,8.95,0.00,0.00
6301,2010,9,20,12,124.00,15.00,19.00,1013.00,NW,10.74,0.00,1.00
6302,2010,9,20,13,143.00,15.00,19.00,1012.00,NW,13.87,0.00,0.00
6303,2010,9,20,14,128.00,15.00,19.00,1012.00,NE,1.79,0.00,1.00
6304,2010,9,20,15,106.00,15.00,19.00,1012.00,NW,3.13,0.00,0.00
6305,2010,9,20,16,101.00,16.00,19.00,1012.00,NE,4.92,0.00,0.00
6306,2010,9,20,17,57.00,15.00,18.00,1012.00,NE,8.05,0.00,0.00
6307,2010,9,20,18,48.00,15.00,18.00,1013.00,NE,12.07,0.00,0.00
6308,2010,9,20,19,34.00,15.00,17.00,1013.00,NE,13.86,0.00,1.00
6309,2010,9,20,20,35.00,15.00,17.00,1014.00,NE,15.65,0.00,2.00
6310,2010,9,20,21,52.00,15.00,16.00,1015.00,NE,18.78,0.00,3.00
6311,2010,9,20,22,56.00,15.00,16.00,1014.00,NE,22.80,0.00,4.00
6312,2010,9,20,23,49.00,15.00,16.00,1014.00,NE,25.93,0.00,5.00
6313,2010,9,21,0,28.00,15.00,16.00,1015.00,NE,29.06,0.00,6.00
6314,2010,9,21,1,20.00,14.00,15.00,1014.00,NE,34.87,0.00,7.00
6315,2010,9,21,2,11.00,13.00,15.00,1015.00,NE,42.92,0.00,8.00
6316,2010,9,21,3,1.00,13.00,14.00,1015.00,NE,48.73,0.00,9.00
6317,2010,9,21,4,4.00,12.00,13.00,1016.00,NE,55.88,0.00,10.00
6318,2010,9,21,5,NA,11.00,13.00,1018.00,NE,61.69,0.00,11.00
6319,2010,9,21,6,NA,11.00,13.00,1018.00,NE,67.50,0.00,0.00
6320,2010,9,21,7,NA,11.00,13.00,1020.00,NW,4.02,0.00,1.00
6321,2010,9,21,8,NA,11.00,13.00,1020.00,NE,3.13,0.00,2.00
6322,2010,9,21,9,NA,11.00,14.00,1021.00,NW,1.79,0.00,3.00
6323,2010,9,21,10,NA,10.00,14.00,1022.00,NE,3.13,0.00,4.00
6324,2010,9,21,11,NA,11.00,14.00,1023.00,NW,4.02,0.00,5.00
6325,2010,9,21,12,NA,11.00,13.00,1023.00,NW,8.04,0.00,6.00
6326,2010,9,21,13,NA,11.00,15.00,1023.00,NE,3.13,0.00,0.00
6327,2010,9,21,14,NA,10.00,17.00,1022.00,NE,6.26,0.00,0.00
6328,2010,9,21,15,NA,10.00,18.00,1022.00,NE,9.39,0.00,0.00
6329,2010,9,21,16,NA,10.00,17.00,1022.00,SE,3.13,0.00,0.00
6330,2010,9,21,17,NA,10.00,17.00,1023.00,CV,0.45,0.00,0.00
6331,2010,9,21,18,NA,10.00,17.00,1023.00,SE,3.13,0.00,0.00
6332,2010,9,21,19,NA,10.00,16.00,1023.00,SE,4.92,0.00,0.00
6333,2010,9,21,20,NA,10.00,16.00,1024.00,SE,8.05,0.00,0.00
6334,2010,9,21,21,NA,11.00,15.00,1024.00,NW,1.79,0.00,0.00
6335,2010,9,21,22,NA,11.00,13.00,1025.00,NE,0.89,0.00,0.00
6336,2010,9,21,23,NA,11.00,14.00,1025.00,NW,3.13,0.00,0.00
6337,2010,9,22,0,NA,11.00,13.00,1025.00,NW,6.26,0.00,0.00
6338,2010,9,22,1,NA,9.00,10.00,1025.00,NW,8.05,0.00,0.00
6339,2010,9,22,2,NA,10.00,11.00,1025.00,NW,9.84,0.00,0.00
6340,2010,9,22,3,NA,8.00,9.00,1025.00,NW,12.97,0.00,0.00
6341,2010,9,22,4,NA,6.00,8.00,1025.00,NW,16.10,0.00,0.00
6342,2010,9,22,5,NA,7.00,8.00,1025.00,NW,17.89,0.00,0.00
6343,2010,9,22,6,NA,6.00,7.00,1026.00,NW,18.78,0.00,0.00
6344,2010,9,22,7,NA,8.00,10.00,1026.00,NE,0.89,0.00,0.00
6345,2010,9,22,8,NA,5.00,14.00,1026.00,NE,2.68,0.00,0.00
6346,2010,9,22,9,NA,2.00,16.00,1026.00,NW,1.79,0.00,0.00
6347,2010,9,22,10,NA,3.00,18.00,1026.00,NE,1.79,0.00,0.00
6348,2010,9,22,11,NA,-2.00,19.00,1025.00,NW,5.81,0.00,0.00
6349,2010,9,22,12,NA,-2.00,20.00,1024.00,NW,9.83,0.00,0.00
6350,2010,9,22,13,NA,-3.00,21.00,1023.00,NW,13.85,0.00,0.00
6351,2010,9,22,14,NA,-3.00,22.00,1021.00,NW,18.77,0.00,0.00
6352,2010,9,22,15,NA,-3.00,22.00,1020.00,SE,4.92,0.00,0.00
6353,2010,9,22,16,NA,-3.00,22.00,1020.00,NW,4.02,0.00,0.00
6354,2010,9,22,17,NA,0.00,22.00,1019.00,SE,4.92,0.00,0.00
6355,2010,9,22,18,NA,1.00,19.00,1019.00,SE,8.94,0.00,0.00
6356,2010,9,22,19,NA,3.00,17.00,1020.00,SE,12.96,0.00,0.00
6357,2010,9,22,20,NA,5.00,16.00,1020.00,SE,16.09,0.00,0.00
6358,2010,9,22,21,NA,4.00,17.00,1020.00,SE,20.11,0.00,0.00
6359,2010,9,22,22,NA,7.00,13.00,1020.00,CV,0.89,0.00,0.00
6360,2010,9,22,23,NA,8.00,11.00,1020.00,SE,0.89,0.00,0.00
6361,2010,9,23,0,NA,8.00,10.00,1020.00,CV,0.89,0.00,0.00
6362,2010,9,23,1,NA,7.00,9.00,1020.00,NW,1.79,0.00,0.00
6363,2010,9,23,2,NA,8.00,10.00,1020.00,NW,2.68,0.00,0.00
6364,2010,9,23,3,NA,7.00,9.00,1020.00,NW,4.47,0.00,0.00
6365,2010,9,23,4,NA,7.00,10.00,1020.00,NW,8.49,0.00,0.00
6366,2010,9,23,5,NA,7.00,9.00,1020.00,NW,11.62,0.00,0.00
6367,2010,9,23,6,NA,7.00,9.00,1020.00,NW,13.41,0.00,0.00
6368,2010,9,23,7,NA,7.00,11.00,1020.00,NW,16.54,0.00,0.00
6369,2010,9,23,8,NA,8.00,15.00,1020.00,NW,19.67,0.00,0.00
6370,2010,9,23,9,NA,7.00,18.00,1020.00,NW,23.69,0.00,0.00
6371,2010,9,23,10,NA,8.00,20.00,1020.00,NE,1.79,0.00,0.00
6372,2010,9,23,11,NA,8.00,22.00,1020.00,NW,1.79,0.00,0.00
6373,2010,9,23,12,NA,6.00,24.00,1019.00,CV,0.89,0.00,0.00
6374,2010,9,23,13,NA,4.00,24.00,1018.00,CV,1.78,0.00,0.00
6375,2010,9,23,14,NA,4.00,25.00,1017.00,SE,3.13,0.00,0.00
6376,2010,9,23,15,NA,8.00,25.00,1017.00,SE,7.15,0.00,0.00
6377,2010,9,23,16,NA,7.00,25.00,1016.00,SE,11.17,0.00,0.00
6378,2010,9,23,17,NA,7.00,23.00,1016.00,SE,14.30,0.00,0.00
6379,2010,9,23,18,NA,9.00,21.00,1016.00,SE,17.43,0.00,0.00
6380,2010,9,23,19,NA,10.00,18.00,1017.00,SE,20.56,0.00,0.00
6381,2010,9,23,20,NA,10.00,17.00,1017.00,SE,24.58,0.00,0.00
6382,2010,9,23,21,NA,10.00,16.00,1018.00,SE,26.37,0.00,0.00
6383,2010,9,23,22,NA,11.00,15.00,1018.00,SE,29.50,0.00,0.00
6384,2010,9,23,23,NA,11.00,14.00,1018.00,SE,31.29,0.00,0.00
6385,2010,9,24,0,NA,10.00,13.00,1018.00,NE,0.89,0.00,0.00
6386,2010,9,24,1,NA,10.00,12.00,1019.00,NW,1.79,0.00,0.00
6387,2010,9,24,2,NA,11.00,13.00,1019.00,NW,3.58,0.00,0.00
6388,2010,9,24,3,NA,10.00,12.00,1019.00,NE,0.89,0.00,0.00
6389,2010,9,24,4,NA,10.00,12.00,1018.00,CV,0.89,0.00,0.00
6390,2010,9,24,5,NA,10.00,11.00,1018.00,CV,1.78,0.00,0.00
6391,2010,9,24,6,NA,10.00,12.00,1018.00,CV,2.67,0.00,0.00
6392,2010,9,24,7,NA,11.00,12.00,1019.00,NE,0.89,0.00,0.00
6393,2010,9,24,8,NA,13.00,15.00,1019.00,NW,1.79,0.00,0.00
6394,2010,9,24,9,NA,12.00,17.00,1019.00,NW,3.58,0.00,0.00
6395,2010,9,24,10,NA,12.00,18.00,1019.00,CV,1.79,0.00,0.00
6396,2010,9,24,11,NA,12.00,20.00,1018.00,CV,3.58,0.00,0.00
6397,2010,9,24,12,NA,13.00,21.00,1017.00,SE,1.79,0.00,0.00
6398,2010,9,24,13,NA,12.00,22.00,1016.00,SE,3.58,0.00,0.00
6399,2010,9,24,14,NA,8.00,24.00,1015.00,CV,4.92,0.00,0.00
6400,2010,9,24,15,NA,8.00,25.00,1015.00,SE,4.92,0.00,0.00
6401,2010,9,24,16,NA,10.00,24.00,1015.00,SE,8.94,0.00,0.00
6402,2010,9,24,17,NA,9.00,23.00,1015.00,SE,12.96,0.00,0.00
6403,2010,9,24,18,NA,9.00,21.00,1015.00,SE,16.98,0.00,0.00
6404,2010,9,24,19,NA,9.00,19.00,1015.00,SE,18.77,0.00,0.00
6405,2010,9,24,20,NA,9.00,18.00,1016.00,SE,21.90,0.00,0.00
6406,2010,9,24,21,NA,7.00,18.00,1016.00,SE,25.92,0.00,0.00
6407,2010,9,24,22,NA,7.00,17.00,1017.00,SE,29.94,0.00,0.00
6408,2010,9,24,23,NA,8.00,16.00,1017.00,SE,33.07,0.00,0.00
6409,2010,9,25,0,NA,8.00,16.00,1017.00,SE,36.20,0.00,0.00
6410,2010,9,25,1,NA,9.00,14.00,1017.00,SE,37.99,0.00,0.00
6411,2010,9,25,2,NA,9.00,13.00,1017.00,SE,39.78,0.00,0.00
6412,2010,9,25,3,NA,9.00,12.00,1017.00,SE,40.67,0.00,0.00
6413,2010,9,25,4,NA,9.00,11.00,1016.00,CV,0.89,0.00,0.00
6414,2010,9,25,5,NA,9.00,11.00,1017.00,CV,1.78,0.00,0.00
6415,2010,9,25,6,NA,9.00,11.00,1016.00,CV,2.67,0.00,0.00
6416,2010,9,25,7,NA,11.00,12.00,1017.00,CV,3.56,0.00,0.00
6417,2010,9,25,8,NA,11.00,13.00,1017.00,SE,0.89,0.00,0.00
6418,2010,9,25,9,NA,12.00,15.00,1017.00,CV,0.89,0.00,0.00
6419,2010,9,25,10,NA,12.00,17.00,1017.00,SE,1.79,0.00,0.00
6420,2010,9,25,11,NA,12.00,19.00,1017.00,SE,3.58,0.00,0.00
6421,2010,9,25,12,NA,12.00,19.00,1016.00,SE,6.71,0.00,0.00
6422,2010,9,25,13,NA,12.00,20.00,1015.00,SE,10.73,0.00,0.00
6423,2010,9,25,14,NA,13.00,21.00,1014.00,SE,12.52,0.00,0.00
6424,2010,9,25,15,NA,12.00,22.00,1014.00,SE,17.44,0.00,0.00
6425,2010,9,25,16,NA,12.00,21.00,1013.00,SE,21.46,0.00,0.00
6426,2010,9,25,17,NA,12.00,21.00,1013.00,SE,25.48,0.00,0.00
6427,2010,9,25,18,NA,12.00,19.00,1013.00,SE,29.50,0.00,0.00
6428,2010,9,25,19,NA,13.00,17.00,1015.00,CV,0.89,0.00,0.00
6429,2010,9,25,20,NA,13.00,19.00,1016.00,NE,3.13,0.00,0.00
6430,2010,9,25,21,NA,14.00,17.00,1016.00,SE,4.02,0.00,1.00
6431,2010,9,25,22,NA,14.00,16.00,1016.00,NE,0.89,0.00,0.00
6432,2010,9,25,23,NA,14.00,16.00,1016.00,NE,1.78,0.00,0.00
6433,2010,9,26,0,NA,13.00,14.00,1017.00,CV,0.89,0.00,0.00
6434,2010,9,26,1,NA,14.00,15.00,1017.00,CV,1.34,0.00,0.00
6435,2010,9,26,2,NA,13.00,14.00,1017.00,NW,1.79,0.00,0.00
6436,2010,9,26,3,NA,14.00,15.00,1017.00,NW,3.58,0.00,0.00
6437,2010,9,26,4,NA,14.00,15.00,1018.00,NW,4.47,0.00,0.00
6438,2010,9,26,5,NA,13.00,14.00,1018.00,NW,7.60,0.00,0.00
6439,2010,9,26,6,NA,12.00,13.00,1019.00,NW,9.39,0.00,0.00
6440,2010,9,26,7,NA,11.00,12.00,1019.00,NE,1.79,0.00,0.00
6441,2010,9,26,8,NA,13.00,14.00,1020.00,CV,0.89,0.00,0.00
6442,2010,9,26,9,NA,9.00,18.00,1020.00,CV,1.78,0.00,0.00
6443,2010,9,26,10,NA,3.00,20.00,1020.00,NW,3.13,0.00,0.00
6444,2010,9,26,11,NA,0.00,22.00,1019.00,NW,6.26,0.00,0.00
6445,2010,9,26,12,NA,2.00,23.00,1019.00,NW,8.05,0.00,0.00
6446,2010,9,26,13,NA,0.00,24.00,1018.00,NW,12.07,0.00,0.00
6447,2010,9,26,14,NA,-1.00,24.00,1017.00,NW,16.09,0.00,0.00
